location_id,borough,zone_name,latitude,longitude
108,Brooklyn,Zone_108,40.66754444543934,-73.96282449511587
109,Brooklyn,Zone_109,40.682658420466,-73.94454294381791
110,Brooklyn,Zone_110,40.6628423544922,-73.93786178473015
111,Brooklyn,Zone_111,40.6826868070247,-73.95743720982617
112,Brooklyn,Zone_112,40.67320228515493,-73.93858781520309
113,Brooklyn,Zone_113,40.6922794197092,-73.96124385604631
114,Brooklyn,Zone_114,40.664265278687004,-73.92945018877035
115,Brooklyn,Zone_115,40.66604369238959,-73.93608902396814
116,Brooklyn,Zone_116,40.67320674533155,-73.95025170369415
117,Brooklyn,Zone_117,40.67625644505925,-73.95222667557024
118,Brooklyn,Zone_118,40.69590606282773,-73.94103448428021
119,Brooklyn,Zone_119,40.69211375010248,-73.94428675160829
120,Brooklyn,Zone_120,40.68531822192834,-73.94368164790961
121,Queens,Zone_121,40.712653233120214,-73.80646929701828
122,Queens,Zone_122,40.71447967351567,-73.7868115983003
123,Queens,Zone_123,40.73605876742391,-73.80345442660199
124,Queens,Zone_124,40.71244259623819,-73.78508114060458
125,Queens,Zone_125,40.728469040459984,-73.81259877219327
126,Queens,Zone_126,40.71240688508871,-73.80977423711863
127,Queens,Zone_127,40.72915333279819,-73.813301481034
128,Queens,Zone_128,40.74286548171402,-73.8043742060161
129,Queens,Zone_129,40.731021265005815,-73.80416960896744
130,Queens,Zone_130,40.71386521076307,-73.8024382255549
131,Queens,Zone_131,40.734206144218874,-73.77697563336639
132,Queens,Zone_132,40.7394361559517,-73.79965421832722
133,Queens,Zone_133,40.72498034465395,-73.80971356562861
134,Queens,Zone_134,40.74065614505234,-73.79698943020611
135,Queens,Zone_135,40.734653157698,-73.80179221198797
136,Queens,Zone_136,40.714328637475994,-73.80897328686143
137,Queens,Zone_137,40.74595400832479,-73.81135823887345
138,Queens,Zone_138,40.73817369045275,-73.78669079553944
139,Queens,Zone_139,40.727838495500954,-73.78477020636795
140,Queens,Zone_140,40.738116220659855,-73.81055070720396
141,Queens,Zone_141,40.744895419358066,-73.79400420409458
142,Queens,Zone_142,40.7442824609925,-73.79258769856855
143,Queens,Zone_143,40.737710198466026,-73.80130181037308
144,Queens,Zone_144,40.7119337623192,-73.77926227946207
145,Queens,Zone_145,40.71952167790666,-73.81481880801655
146,Queens,Zone_146,40.72812437740983,-73.79014372139095
147,Queens,Zone_147,40.72286782277591,-73.78958074532203
148,Queens,Zone_148,40.73121623408925,-73.8092876637099
149,Queens,Zone_149,40.74345230203907,-73.77571185586729
150,Queens,Zone_150,40.744543357542696,-73.804581134349
151,Queens,Zone_151,40.7389917726559,-73.80782713195605
152,Queens,Zone_152,40.74614911095554,-73.78515424588757
153,Queens,Zone_153,40.71410799411681,-73.79373262390996
154,Queens,Zone_154,40.72850895073469,-73.78967797570621
155,Queens,Zone_155,40.7342930530319,-73.77805508140541
156,Queens,Zone_156,40.72074478034412,-73.79253998585368
157,Queens,Zone_157,40.740096082587364,-73.79149117710773
158,Queens,Zone_158,40.71205077363321,-73.80869973060177
159,Queens,Zone_159,40.73975385500733,-73.80704431546674
160,Queens,Zone_160,40.74153571299203,-73.80196261700387
161,Queens,Zone_161,40.74582694422737,-73.80085167129916
162,Queens,Zone_162,40.721040003300374,-73.7846697927607
163,Queens,Zone_163,40.735758554194426,-73.79593641355747
164,Queens,Zone_164,40.72247930927001,-73.80263190674559
165,Queens,Zone_165,40.741248915558444,-73.79026399184237
166,Queens,Zone_166,40.720109561208396,-73.78180891673378
167,Queens,Zone_167,40.744135161939,-73.80829538004694
168,Queens,Zone_168,40.73211195001977,-73.79406615215731
169,Queens,Zone_169,40.73498363117914,-73.77859701393479
170,Queens,Zone_170,40.710305816703915,-73.8058255286966
171,Queens,Zone_171,40.734509847136806,-73.77952094292387
172,Queens,Zone_172,40.71417607377825,-73.80991567523114
173,Queens,Zone_173,40.7119302991821,-73.78653139866731
174,Queens,Zone_174,40.72660154934752,-73.7790473809175
175,Queens,Zone_175,40.74028351386123,-73.80425941110468
176,Queens,Zone_176,40.7224975124522,-73.8063958024828
177,Queens,Zone_177,40.728313244589295,-73.78346782729247
178,Queens,Zone_178,40.72918385010642,-73.81336559994216
179,Queens,Zone_179,40.74621820185968,-73.80327890613688
180,Queens,Zone_180,40.73070892399594,-73.81108948935373
181,Bronx,Zone_181,40.84576092437499,-73.88023641748781
182,Bronx,Zone_182,40.859862687828006,-73.88228546132717
183,Bronx,Zone_183,40.857734134514395,-73.84909510704675
184,Bronx,Zone_184,40.827538241334864,-73.8645887253022
185,Bronx,Zone_185,40.83002214197352,-73.8641981019186
186,Bronx,Zone_186,40.84650794637529,-73.85778071050623
187,Bronx,Zone_187,40.84160163966724,-73.8628038503348
188,Bronx,Zone_188,40.845279104698925,-73.85321240100623
189,Bronx,Zone_189,40.841708369429924,-73.86968406013186
190,Bronx,Zone_190,40.85460511269888,-73.85971252603645
191,Bronx,Zone_191,40.84646438992796,-73.87457964294903
192,Bronx,Zone_192,40.85509198739167,-73.870162330831
193,Bronx,Zone_193,40.84087954719205,-73.85827451706824
194,Bronx,Zone_194,40.86350794040225,-73.85605852917746
195,Bronx,Zone_195,40.86029310646944,-73.8808731398586
196,Bronx,Zone_196,40.85238037101981,-73.86168098436782
197,Bronx,Zone_197,40.859516270166935,-73.85341188450012
198,Bronx,Zone_198,40.849192063514536,-73.84644359950721
199,Bronx,Zone_199,40.850991667785365,-73.84551842860922
200,Bronx,Zone_200,40.862705290274064,-73.87573810315473
201,Bronx,Zone_201,40.82935618397281,-73.85488476709124
202,Bronx,Zone_202,40.833768247199586,-73.8742378275602
203,Bronx,Zone_203,40.858716002412805,-73.877242462827
204,Bronx,Zone_204,40.86202226222019,-73.86955188976282
205,Bronx,Zone_205,40.863210428213456,-73.86236231566878
206,Bronx,Zone_206,40.8418929697153,-73.86540435326164
207,Bronx,Zone_207,40.844918594422396,-73.8701590971743
208,Bronx,Zone_208,40.829236258287644,-73.85248112003107
209,Bronx,Zone_209,40.8585313529471,-73.8712753296035
210,Bronx,Zone_210,40.82879696840879,-73.8726860760038
211,Bronx,Zone_211,40.85605472311112,-73.857086845576
212,Bronx,Zone_212,40.834116065361094,-73.84833241703747
213,Bronx,Zone_213,40.8335370614957,-73.8480381452523
214,Bronx,Zone_214,40.826729761129506,-73.87057101116339
215,Bronx,Zone_215,40.83095686358939,-73.86521739506486
216,Bronx,Zone_216,40.826223561399054,-73.85361421298629
217,Bronx,Zone_217,40.82894646744962,-73.85306326004479
218,Bronx,Zone_218,40.838170147625306,-73.87884467206845
219,Bronx,Zone_219,40.82533973618843,-73.87375330684613
220,Bronx,Zone_220,40.83920608842473,-73.86985386328807
221,Staten Island,Zone_221,40.58136282936794,-74.13162770605443
222,Staten Island,Zone_222,40.58054113704337,-74.14278731259665
223,Staten Island,Zone_223,40.592115418052025,-74.13866532176685
224,Staten Island,Zone_224,40.57875740136358,-74.15271806782906
225,Staten Island,Zone_225,40.5711866271596,-74.14879378366943
226,Staten Island,Zone_226,40.59529829045151,-74.15640692787984
227,Staten Island,Zone_227,40.56459885820768,-74.1469772784239
228,Staten Island,Zone_228,40.57645243245879,-74.14853028932392
229,Staten Island,Zone_229,40.56338099997999,-74.14065771171876
230,Staten Island,Zone_230,40.58473999930423,-74.13490782720855
231,Staten Island,Zone_231,40.59075976163316,-74.14683163535658
232,Staten Island,Zone_232,40.57258385306018,-74.15635445118123
233,Staten Island,Zone_233,40.56547876533525,-74.13451137605945
234,Staten Island,Zone_234,40.560738693738806,-74.16002871707063
235,Staten Island,Zone_235,40.59672352412683,-74.14929171813739
236,Staten Island,Zone_236,40.56261463260201,-74.137771225923
237,Staten Island,Zone_237,40.59901234628008,-74.16065123258652
238,Staten Island,Zone_238,40.56211354013192,-74.15958924133423
239,Staten Island,Zone_239,40.571893249733044,-74.16500784058269
240,Staten Island,Zone_240,40.57124026160461,-74.15298492537114
241,Staten Island,Zone_241,40.584097896919076,-74.14706773716522
242,Staten Island,Zone_242,40.586887458150876,-74.16799183554492
243,Staten Island,Zone_243,40.56780541476809,-74.13892032049365
244,Staten Island,Zone_244,40.571127106560695,-74.16622891796119
245,Staten Island,Zone_245,40.59577415466698,-74.16569879981542
246,Staten Island,Zone_246,40.578685971537354,-74.13370134231573
247,Staten Island,Zone_247,40.574147212984464,-74.13389833992815
248,Staten Island,Zone_248,40.58717946475378,-74.15079859976753
249,Staten Island,Zone_249,40.58017746402113,-74.13822304319326
250,Staten Island,Zone_250,40.56809117371506,-74.15929345437013
251,Staten Island,Zone_251,40.58500444916612,-74.16607934101647
252,Staten Island,Zone_252,40.559716533200316,-74.15287236352513
253,Staten Island,Zone_253,40.569982394849575,-74.1428603061575
254,Staten Island,Zone_254,40.57998247175718,-74.14459527401512
255,Staten Island,Zone_255,40.57805746070744,-74.16127858465062
256,Staten Island,Zone_256,40.561331352065324,-74.14675517174928
257,Staten Island,Zone_257,40.59669305876313,-74.13793375370233
258,Staten Island,Zone_258,40.56288508785659,-74.1438826434097
259,Staten Island,Zone_259,40.58710879632007,-74.16616617612114
260,Staten Island,Zone_260,40.56336446954627,-74.16149682628269
261,EWR,Zone_261,40.70153743695606,-74.17506757223858
262,EWR,Zone_262,40.68518611803362,-74.16567570340786
263,EWR,Zone_263,40.692431351434855,-74.16418537510694
